"date","SpeciesName","n","prop"
2014-10-01,"Methicillin-Resistant Staphylococcus aureus",45,0.217391304347826
2014-10-01,"Methicillin-Susceptible Staphylococcus aureus",162,0.782608695652174
2014-11-01,"Methicillin-Resistant Staphylococcus aureus",37,0.205555555555556
2014-11-01,"Methicillin-Susceptible Staphylococcus aureus",143,0.794444444444444
2014-12-01,"Methicillin-Resistant Staphylococcus aureus",36,0.222222222222222
2014-12-01,"Methicillin-Susceptible Staphylococcus aureus",126,0.777777777777778
2015-01-01,"Methicillin-Resistant Staphylococcus aureus",47,0.230392156862745
2015-01-01,"Methicillin-Susceptible Staphylococcus aureus",157,0.769607843137255
2015-02-01,"Methicillin-Resistant Staphylococcus aureus",32,0.193939393939394
2015-02-01,"Methicillin-Susceptible Staphylococcus aureus",133,0.806060606060606
2015-03-01,"Methicillin-Resistant Staphylococcus aureus",43,0.237569060773481
2015-03-01,"Methicillin-Susceptible Staphylococcus aureus",138,0.762430939226519
2015-04-01,"Methicillin-Resistant Staphylococcus aureus",43,0.273885350318471
2015-04-01,"Methicillin-Susceptible Staphylococcus aureus",114,0.726114649681529
2015-05-01,"Methicillin-Resistant Staphylococcus aureus",37,0.286821705426357
2015-05-01,"Methicillin-Susceptible Staphylococcus aureus",92,0.713178294573643
2015-06-01,"Methicillin-Resistant Staphylococcus aureus",48,0.25531914893617
2015-06-01,"Methicillin-Susceptible Staphylococcus aureus",140,0.74468085106383
2015-07-01,"Methicillin-Resistant Staphylococcus aureus",62,0.321243523316062
2015-07-01,"Methicillin-Susceptible Staphylococcus aureus",131,0.678756476683938
2015-08-01,"Methicillin-Resistant Staphylococcus aureus",48,0.260869565217391
2015-08-01,"Methicillin-Susceptible Staphylococcus aureus",136,0.739130434782609
2015-09-01,"Methicillin-Resistant Staphylococcus aureus",51,0.246376811594203
2015-09-01,"Methicillin-Susceptible Staphylococcus aureus",156,0.753623188405797
2015-10-01,"Methicillin-Resistant Staphylococcus aureus",43,0.203791469194313
2015-10-01,"Methicillin-Susceptible Staphylococcus aureus",168,0.796208530805687
2015-11-01,"Methicillin-Resistant Staphylococcus aureus",44,0.252873563218391
2015-11-01,"Methicillin-Susceptible Staphylococcus aureus",130,0.747126436781609
2015-12-01,"Methicillin-Resistant Staphylococcus aureus",44,0.318840579710145
2015-12-01,"Methicillin-Susceptible Staphylococcus aureus",94,0.681159420289855
2016-01-01,"Methicillin-Resistant Staphylococcus aureus",35,0.2734375
2016-01-01,"Methicillin-Susceptible Staphylococcus aureus",93,0.7265625
2016-02-01,"Methicillin-Resistant Staphylococcus aureus",38,0.256756756756757
2016-02-01,"Methicillin-Susceptible Staphylococcus aureus",110,0.743243243243243
2016-03-01,"Methicillin-Resistant Staphylococcus aureus",36,0.246575342465753
2016-03-01,"Methicillin-Susceptible Staphylococcus aureus",110,0.753424657534247
2016-04-01,"Methicillin-Resistant Staphylococcus aureus",37,0.246666666666667
2016-04-01,"Methicillin-Susceptible Staphylococcus aureus",113,0.753333333333333
2016-05-01,"Methicillin-Resistant Staphylococcus aureus",36,0.26865671641791
2016-05-01,"Methicillin-Susceptible Staphylococcus aureus",98,0.73134328358209
2016-06-01,"Methicillin-Resistant Staphylococcus aureus",36,0.225
2016-06-01,"Methicillin-Susceptible Staphylococcus aureus",124,0.775
2016-07-01,"Methicillin-Resistant Staphylococcus aureus",50,0.32258064516129
2016-07-01,"Methicillin-Susceptible Staphylococcus aureus",105,0.67741935483871
2016-08-01,"Methicillin-Resistant Staphylococcus aureus",56,0.337349397590361
2016-08-01,"Methicillin-Susceptible Staphylococcus aureus",110,0.662650602409639
2016-09-01,"Methicillin-Resistant Staphylococcus aureus",50,0.303030303030303
2016-09-01,"Methicillin-Susceptible Staphylococcus aureus",115,0.696969696969697
2016-10-01,"Methicillin-Resistant Staphylococcus aureus",51,0.34
2016-10-01,"Methicillin-Susceptible Staphylococcus aureus",99,0.66
2016-11-01,"Methicillin-Resistant Staphylococcus aureus",51,0.361702127659574
2016-11-01,"Methicillin-Susceptible Staphylococcus aureus",90,0.638297872340426
2016-12-01,"Methicillin-Resistant Staphylococcus aureus",51,0.335526315789474
2016-12-01,"Methicillin-Susceptible Staphylococcus aureus",101,0.664473684210526
2017-01-01,"Methicillin-Resistant Staphylococcus aureus",55,0.305555555555556
2017-01-01,"Methicillin-Susceptible Staphylococcus aureus",125,0.694444444444444
2017-02-01,"Methicillin-Resistant Staphylococcus aureus",58,0.360248447204969
2017-02-01,"Methicillin-Susceptible Staphylococcus aureus",103,0.639751552795031
2017-03-01,"Methicillin-Resistant Staphylococcus aureus",64,0.344086021505376
2017-03-01,"Methicillin-Susceptible Staphylococcus aureus",122,0.655913978494624
2017-04-01,"Methicillin-Resistant Staphylococcus aureus",54,0.364864864864865
2017-04-01,"Methicillin-Susceptible Staphylococcus aureus",94,0.635135135135135
2017-05-01,"Methicillin-Resistant Staphylococcus aureus",64,0.363636363636364
2017-05-01,"Methicillin-Susceptible Staphylococcus aureus",112,0.636363636363636
2017-06-01,"Methicillin-Resistant Staphylococcus aureus",61,0.398692810457516
2017-06-01,"Methicillin-Susceptible Staphylococcus aureus",92,0.601307189542484
2017-07-01,"Methicillin-Resistant Staphylococcus aureus",55,0.305555555555556
2017-07-01,"Methicillin-Susceptible Staphylococcus aureus",125,0.694444444444444
2017-08-01,"Methicillin-Resistant Staphylococcus aureus",53,0.33125
2017-08-01,"Methicillin-Susceptible Staphylococcus aureus",107,0.66875
2017-09-01,"Methicillin-Resistant Staphylococcus aureus",52,0.351351351351351
2017-09-01,"Methicillin-Susceptible Staphylococcus aureus",96,0.648648648648649
2017-10-01,"Methicillin-Resistant Staphylococcus aureus",76,0.385786802030457
2017-10-01,"Methicillin-Susceptible Staphylococcus aureus",121,0.614213197969543
2017-11-01,"Methicillin-Resistant Staphylococcus aureus",55,0.339506172839506
2017-11-01,"Methicillin-Susceptible Staphylococcus aureus",107,0.660493827160494
2017-12-01,"Methicillin-Resistant Staphylococcus aureus",37,0.26056338028169
2017-12-01,"Methicillin-Susceptible Staphylococcus aureus",105,0.73943661971831
2018-01-01,"Methicillin-Resistant Staphylococcus aureus",70,0.411764705882353
2018-01-01,"Methicillin-Susceptible Staphylococcus aureus",100,0.588235294117647
2018-02-01,"Methicillin-Resistant Staphylococcus aureus",47,0.29746835443038
2018-02-01,"Methicillin-Susceptible Staphylococcus aureus",111,0.70253164556962
2018-03-01,"Methicillin-Resistant Staphylococcus aureus",45,0.294117647058824
2018-03-01,"Methicillin-Susceptible Staphylococcus aureus",108,0.705882352941177
2018-04-01,"Methicillin-Resistant Staphylococcus aureus",51,0.34
2018-04-01,"Methicillin-Susceptible Staphylococcus aureus",99,0.66
2018-05-01,"Methicillin-Resistant Staphylococcus aureus",43,0.272151898734177
2018-05-01,"Methicillin-Susceptible Staphylococcus aureus",115,0.727848101265823
2018-06-01,"Methicillin-Resistant Staphylococcus aureus",54,0.298342541436464
2018-06-01,"Methicillin-Susceptible Staphylococcus aureus",127,0.701657458563536
2018-07-01,"Methicillin-Resistant Staphylococcus aureus",47,0.305194805194805
2018-07-01,"Methicillin-Susceptible Staphylococcus aureus",107,0.694805194805195
2018-08-01,"Methicillin-Resistant Staphylococcus aureus",54,0.327272727272727
2018-08-01,"Methicillin-Susceptible Staphylococcus aureus",111,0.672727272727273
2018-09-01,"Methicillin-Resistant Staphylococcus aureus",49,0.362962962962963
2018-09-01,"Methicillin-Susceptible Staphylococcus aureus",86,0.637037037037037
2018-10-01,"Methicillin-Resistant Staphylococcus aureus",63,0.35195530726257
2018-10-01,"Methicillin-Susceptible Staphylococcus aureus",116,0.64804469273743
2018-11-01,"Methicillin-Resistant Staphylococcus aureus",54,0.305084745762712
2018-11-01,"Methicillin-Susceptible Staphylococcus aureus",123,0.694915254237288
2018-12-01,"Methicillin-Resistant Staphylococcus aureus",42,0.308823529411765
2018-12-01,"Methicillin-Susceptible Staphylococcus aureus",94,0.691176470588235
2019-01-01,"Methicillin-Resistant Staphylococcus aureus",53,0.302857142857143
2019-01-01,"Methicillin-Susceptible Staphylococcus aureus",122,0.697142857142857
2019-02-01,"Methicillin-Resistant Staphylococcus aureus",58,0.318681318681319
2019-02-01,"Methicillin-Susceptible Staphylococcus aureus",124,0.681318681318681
2019-03-01,"Methicillin-Resistant Staphylococcus aureus",52,0.327044025157233
2019-03-01,"Methicillin-Susceptible Staphylococcus aureus",107,0.672955974842767
2019-04-01,"Methicillin-Resistant Staphylococcus aureus",41,0.294964028776978
2019-04-01,"Methicillin-Susceptible Staphylococcus aureus",98,0.705035971223022
2019-05-01,"Methicillin-Resistant Staphylococcus aureus",50,0.28735632183908
2019-05-01,"Methicillin-Susceptible Staphylococcus aureus",124,0.71264367816092
2019-06-01,"Methicillin-Resistant Staphylococcus aureus",61,0.376543209876543
2019-06-01,"Methicillin-Susceptible Staphylococcus aureus",101,0.623456790123457
2019-07-01,"Methicillin-Resistant Staphylococcus aureus",64,0.297674418604651
2019-07-01,"Methicillin-Susceptible Staphylococcus aureus",151,0.702325581395349
2019-08-01,"Methicillin-Resistant Staphylococcus aureus",56,0.270531400966184
2019-08-01,"Methicillin-Susceptible Staphylococcus aureus",151,0.729468599033816
2019-09-01,"Methicillin-Resistant Staphylococcus aureus",75,0.337837837837838
2019-09-01,"Methicillin-Susceptible Staphylococcus aureus",147,0.662162162162162
2019-10-01,"Methicillin-Resistant Staphylococcus aureus",52,0.251207729468599
2019-10-01,"Methicillin-Susceptible Staphylococcus aureus",155,0.748792270531401
2019-11-01,"Methicillin-Resistant Staphylococcus aureus",69,0.361256544502618
2019-11-01,"Methicillin-Susceptible Staphylococcus aureus",122,0.638743455497382
2019-12-01,"Methicillin-Resistant Staphylococcus aureus",58,0.337209302325581
2019-12-01,"Methicillin-Susceptible Staphylococcus aureus",114,0.662790697674419
2020-01-01,"Methicillin-Resistant Staphylococcus aureus",60,0.269058295964126
2020-01-01,"Methicillin-Susceptible Staphylococcus aureus",163,0.730941704035874
2020-02-01,"Methicillin-Resistant Staphylococcus aureus",50,0.267379679144385
2020-02-01,"Methicillin-Susceptible Staphylococcus aureus",137,0.732620320855615
2020-03-01,"Methicillin-Resistant Staphylococcus aureus",40,0.287769784172662
2020-03-01,"Methicillin-Susceptible Staphylococcus aureus",99,0.712230215827338
2020-04-01,"Methicillin-Resistant Staphylococcus aureus",15,0.194805194805195
2020-04-01,"Methicillin-Susceptible Staphylococcus aureus",62,0.805194805194805
2020-05-01,"Methicillin-Resistant Staphylococcus aureus",31,0.236641221374046
2020-05-01,"Methicillin-Susceptible Staphylococcus aureus",100,0.763358778625954
2020-06-01,"Methicillin-Resistant Staphylococcus aureus",26,0.18705035971223
2020-06-01,"Methicillin-Susceptible Staphylococcus aureus",113,0.81294964028777
2020-07-01,"Methicillin-Resistant Staphylococcus aureus",38,0.262068965517241
2020-07-01,"Methicillin-Susceptible Staphylococcus aureus",107,0.737931034482759
2020-08-01,"Methicillin-Resistant Staphylococcus aureus",26,0.194029850746269
2020-08-01,"Methicillin-Susceptible Staphylococcus aureus",108,0.805970149253731
2020-09-01,"Methicillin-Resistant Staphylococcus aureus",35,0.210843373493976
2020-09-01,"Methicillin-Susceptible Staphylococcus aureus",131,0.789156626506024
2020-10-01,"Methicillin-Resistant Staphylococcus aureus",39,0.225433526011561
2020-10-01,"Methicillin-Susceptible Staphylococcus aureus",134,0.774566473988439
2020-11-01,"Methicillin-Resistant Staphylococcus aureus",47,0.262569832402235
2020-11-01,"Methicillin-Susceptible Staphylococcus aureus",132,0.737430167597765
2020-12-01,"Methicillin-Resistant Staphylococcus aureus",27,0.207692307692308
2020-12-01,"Methicillin-Susceptible Staphylococcus aureus",103,0.792307692307692
2021-01-01,"Methicillin-Resistant Staphylococcus aureus",27,0.21259842519685
2021-01-01,"Methicillin-Susceptible Staphylococcus aureus",100,0.78740157480315
2021-02-01,"Methicillin-Resistant Staphylococcus aureus",32,0.220689655172414
2021-02-01,"Methicillin-Susceptible Staphylococcus aureus",113,0.779310344827586
2021-03-01,"Methicillin-Resistant Staphylococcus aureus",35,0.190217391304348
2021-03-01,"Methicillin-Susceptible Staphylococcus aureus",149,0.809782608695652
2021-04-01,"Methicillin-Resistant Staphylococcus aureus",34,0.195402298850575
2021-04-01,"Methicillin-Susceptible Staphylococcus aureus",140,0.804597701149425
2021-05-01,"Methicillin-Resistant Staphylococcus aureus",34,0.198830409356725
2021-05-01,"Methicillin-Susceptible Staphylococcus aureus",137,0.801169590643275
2021-06-01,"Methicillin-Resistant Staphylococcus aureus",40,0.204081632653061
2021-06-01,"Methicillin-Susceptible Staphylococcus aureus",156,0.795918367346939
2021-07-01,"Methicillin-Resistant Staphylococcus aureus",32,0.207792207792208
2021-07-01,"Methicillin-Susceptible Staphylococcus aureus",122,0.792207792207792
2021-08-01,"Methicillin-Resistant Staphylococcus aureus",32,0.205128205128205
2021-08-01,"Methicillin-Susceptible Staphylococcus aureus",124,0.794871794871795
2021-09-01,"Methicillin-Resistant Staphylococcus aureus",51,0.245192307692308
2021-09-01,"Methicillin-Susceptible Staphylococcus aureus",157,0.754807692307692
2021-10-01,"Methicillin-Resistant Staphylococcus aureus",31,0.205298013245033
2021-10-01,"Methicillin-Susceptible Staphylococcus aureus",120,0.794701986754967
2021-11-01,"Methicillin-Resistant Staphylococcus aureus",29,0.177914110429448
2021-11-01,"Methicillin-Susceptible Staphylococcus aureus",134,0.822085889570552
